,P,Q
5148,4.527905706465316,0
6233,0.5606747642181511,2
8936,4.957104646664106,3
8353,0.6031743689934939,0
2255,9.687229823472293,2
4503,1.5008887020109265,1
4088,-1.1289423834476024,0
3772,6.967432287631921,1
987,4.667088630332791,0
2593,8.316299264856807,2
7779,4.992200097608557,1
2564,13.873478332893999,1
6886,6.721842776935273,3
399,-4.570685794393109,2
4250,4.056783123821138,1
3423,4.1891408548012565,2
8759,6.128370550542245,1
8793,5.477720700017249,2
6242,3.872381256606933,1
3391,0.8146890097565558,2
5928,6.924677041888399,3
3450,11.520620198510032,1
7961,-1.8271305615957834,2
2665,5.358007165686963,3
5228,7.1155252794252,1
6753,11.84156098536894,1
3758,29.11964165588401,2
6383,-0.005208648882947142,1
2000,9.698647279611809,0
2062,7.754646361458406,2
8790,5.664542613917279,2
602,14.237004720540899,1
3032,4.285260476000942,1
2073,6.394631927160035,2
1240,12.982944065507928,1
3808,5.635273315011986,2
2283,7.527138071474104,1
410,6.781173184247176,2
5042,3.672979573344695,1
1824,4.638905493948673,2
3206,5.365410278581424,3
5736,11.67845061797296,2
5139,3.6202042684819578,1
7748,2.453626798134629,1
6818,0.38651489346468715,2
5211,6.825930716740457,0
2977,15.649040553652895,3
8742,6.431265085221423,2
745,5.589103276305869,1
1910,3.9598122961059197,3
5071,4.23408761770149,0
3451,2.7531546418808204,3
5381,-1.307829264242161,2
3906,4.4164065581935485,2
1955,2.5144063917438984,3
6381,4.904800575374325,1
4612,6.448170639949193,1
8820,1.0805491595795822,2
6318,2.1904771828818093,2
3823,10.208720896721765,2
2091,5.897948376760945,1
4276,2.9428144041306585,1
6668,4.725561791879549,2
5222,9.439906231222304,3
3049,5.44088540422162,2
8029,10.158314405504902,1
1814,9.8141450207212,2
7321,5.726560429623337,1
6286,12.852879141181381,3
2849,4.185008543556778,2
3205,3.3730937666309635,2
3964,1.345470117907198,1
4481,9.354048656474486,0
8719,4.860804477066342,1
8660,9.154812297099008,2
8199,5.40795755892348,1
7761,2.08741243899149,2
4609,4.706773750136911,2
1303,6.759346279542454,3
2505,0.476073284788268,3
265,4.096987298378974,1
6874,4.677141396138488,0
7626,0.8865750476140601,0
2557,1.2008775369027271,1
8640,0.2826912620564457,1
310,3.7437457773586083,3
8512,7.483253490155672,2
6734,2.9249485417825682,3
5676,3.686598077599915,3
8359,9.110981365049124,1
6247,4.732609579728633,1
6988,5.550874267284592,2
5405,1.9082560288691068,1
7123,2.317481067109268,3
2575,-0.2782359319556522,0
3158,19.38362237807218,2
5216,0.6470529475173752,1
931,3.866500912439758,1
8283,8.646880896066788,2
901,9.01071469045634,1
4214,5.730850160558556,2
6208,8.685755410266783,0
1699,5.9926431381468594,3
6690,4.7189820656391905,3
5497,9.646275208657107,1
4757,6.892507841365653,0
5720,11.36652929029767,1
6053,15.411458855907078,1
8920,1.7872822094039404,2
405,5.224701995457187,1
7149,11.776283433328924,0
2640,3.369006920142777,2
5433,9.487002815902947,3
3214,14.226119165450683,3
350,-2.099774407838468,2
2796,1.7072988308508636,3
434,2.40293801619909,3
7174,7.141513399483925,1
2231,5.715437232996585,0
822,6.452953380530642,1
3624,9.058164726816884,0
6860,5.657188202016612,1
104,-0.13530588502329532,1
5795,0.8635145410042526,1
5204,7.331788185382707,2
7859,5.333107666464932,2
8464,9.967387179168835,0
460,7.353682768095274,2
436,8.280877030265762,2
5652,5.036194716963628,2
58,4.292333950670187,1
4083,8.788197723966915,0
5733,6.808237100448488,3
1882,1.5894354019838128,3
546,4.703426062968118,2
1113,2.594889592766828,3
321,1.0914312649506472,2
8099,2.4301290735544767,1
1542,3.363223026678977,3
8149,9.221825687986861,3
8589,-1.329321061626372,2
4043,2.8450922478170075,1
7305,6.028550101624755,0
2699,6.329163743533064,1
7578,-2.72535756654285,1
4355,6.620915446331484,1
998,4.8322581181931845,2
2192,20.705243055551847,0
3909,3.0163497097048557,2
5160,1.5583996929360717,2
4107,11.123284102934726,3
2001,10.18198563951664,1
6059,7.551018859781697,2
5648,-2.7186964249694707,1
1754,-1.8279344318094832,0
3249,3.2166140772493295,1
6973,2.7709826491825833,1
202,-2.8640997241276027,3
37,3.2288665985164404,2
4776,7.492247728193493,1
6662,15.590204784021195,1
3446,3.6731401898123743,2
7752,8.005081435038235,0
2934,-0.7178450808367987,0
1574,5.314588348967083,3
3659,0.42858911293525015,1
2404,1.6025185425686317,3
3668,0.8638371037575534,3
5461,1.0165721975306372,1
2883,9.605770149948103,1
8056,2.2124666761460774,0
3763,3.181444808470841,1
3389,9.213800103262978,0
5639,4.681588651795831,1
3967,11.1618476164741,1
924,6.619296751385686,0
1669,5.225012163023959,3
4005,5.681577420997392,0
5673,3.921631519820284,2
7485,13.021571337008512,2
477,1.8784114762942419,3
276,11.971904523441028,2
5307,3.87085869808798,2
331,14.64390840279646,2
8152,10.544076528805821,2
7490,7.717435910499281,3
4777,1.9468234722717688,2
1789,15.844717034051929,2
7743,2.353688044163018,2
5180,8.796207179983007,2
6745,1.0676809278593793,3
5162,25.160864021829703,2
5303,5.317340241512752,1
2570,13.796969839056253,1
1139,7.5074571347860255,2
1370,3.089534722616095,3
1961,4.5359812150681424,1
4840,11.561789669807657,3
3432,6.352240387956594,2
1828,2.009237463767476,3
6035,4.042613041068269,1
877,13.094479773773848,1
5240,5.779194779128902,1
145,7.594188928812063,1
6329,1.6709047865000566,1
5934,1.6921905555416514,1
8897,8.236376795691864,1
8782,-0.10304877360656817,2
8870,0.7069190993848005,1
194,7.546900681167372,2
3735,-1.4353180514651922,0
36,1.7831031345411572,3
4782,6.8622683339628265,1
8538,10.08499652774745,1
1372,3.7493669397990743,2
3792,8.466958338714571,2
5440,10.418759115713872,0
6863,4.562699167303619,1
1335,-4.066340299322163,3
8949,1.6249387731659568,1
3545,8.337439311679532,1
6427,5.7534714204462505,2
8901,1.5186756662526397,2
5522,4.289600026421027,2
2463,8.283041061641242,3
270,4.2087409461811225,3
2718,11.405547608245666,1
6401,-0.07086112622491436,0
3749,16.72857139758562,1
7601,3.186158845866373,0
6109,2.3977040526631788,3
5414,4.585076550292119,3
7629,3.7199681655297105,2
3644,10.86399491940725,0
1187,14.13280653942413,3
5551,9.33512382340067,1
4627,1.9599124588521306,1
3874,3.5501461984906273,0
1029,-0.9234375993812156,1
2961,9.75353163800662,0
5905,4.640039217606082,0
5178,2.5503559574140584,2
2216,2.1676308590294204,0
5548,3.8835614765675057,2
4130,3.9194436050517263,3
6562,9.370589020209206,1
305,3.523792721301632,2
433,11.15203300747745,1
3598,5.650711670198431,1
3970,2.3254716027690736,2
168,4.977652794250618,2
2815,12.455558688183714,2
714,3.3254045086061574,2
5540,3.854714492171656,0
457,0.1269739937604255,0
953,3.7635805420444193,2
3515,9.061591758815014,0
1543,-0.3030810960315877,1
7212,2.0123117275297204,3
7439,6.862317209285562,1
3189,13.966608225482279,2
1552,6.4109026226422205,1
4532,4.96290732787667,2
7872,-0.8869769504614093,1
1250,1.3983119776945294,2
1416,3.1396678821593746,0
1174,2.385198634725414,1
4204,0.9348781473904566,1
6347,6.774683183689451,1
7561,3.288616807924975,1
4468,4.303561219855884,2
6029,3.697295843185544,1
6151,3.564974735214763,1
5168,5.2648930523700574,1
3623,8.647570773006873,2
950,0.3422364269343283,2
7332,4.19102321414049,1
1886,3.3329824730928514,2
166,13.957453744338812,1
4455,1.0543130731602153,1
4707,4.611475796713855,0
5865,-0.13266500685400096,1
6643,7.1527563960290745,1
7221,13.579736961533857,2
2270,10.706525188974592,1
156,11.045019210831738,1
7925,6.963300893933415,3
5881,2.345825525369942,3
8812,5.638513408121962,0
3017,13.65192148129903,2
297,1.948133191182905,1
6356,3.097876865687002,1
7701,-0.03614712120510277,1
759,5.577139329862024,2
1774,5.713011907346161,2
4417,10.389111970442759,3
5566,4.461118755936266,2
6925,1.7905595618539825,2
5622,12.131839811779901,1
323,2.558455564377348,3
8014,5.520547626004772,2
1536,9.176031665750179,2
1263,2.3243343706717843,3
8208,0.6736029228465725,2
3706,-2.4055885108695705,1
2246,1.0850612929243533,1
2051,3.172697998038653,1
8356,1.2340999426490322,1
8699,22.179769710718038,2
2726,-0.2811934244298435,3
5666,6.431403739699702,2
3931,3.0485256412429442,2
82,4.927081779150157,1
2893,5.227986328412671,3
3797,3.433755572319537,2
4938,6.7411652378331945,1
5715,15.271207208625905,3
