,P,Q
2282,4.285260476000942,1
1369,7.332056125517947,0
2174,3.362803503588628,1
1224,4.54545568830289,2
550,5.455479843822154,1
6397,17.92719231929396,3
3096,14.103381032028043,0
5516,5.846104412503388,2
2529,5.100014905039727,3
6678,12.53269042763569,1
7821,-0.26717016805656724,1
6630,14.928244408317864,1
355,9.237968019020288,2
8130,11.7887138528122,1
1874,5.787134007999075,3
2403,7.710650697797442,2
673,-1.0633469326661953,1
6300,1.784012586322158,2
2737,8.389206269868343,2
7726,5.33152137612499,1
3297,6.451908285782633,2
2408,19.38362237807218,2
2284,3.5044759420855787,2
2700,11.520620198510032,1
380,4.3182187903563785,1
1653,5.433771488183101,1
1127,11.353412235160626,3
7142,5.605539328383658,1
6230,0.12815863362251934,3
1429,-0.14688228672247106,1
3672,2.3389269100973227,1
3373,7.34872962189591,2
1883,2.201277547487607,1
5954,7.620944230735707,1
7409,3.2105543613947587,2
4509,0.6299814658074281,3
5085,6.126991595300194,1
7227,4.0984045733103205,2
1784,5.897948376760945,1
89,2.245071509308159,2
2854,3.6788083694736673,0
3752,-1.0326391480848367,3
5629,3.486932536742135,2
7636,4.923409667184041,0
1502,1.3550951605003452,0
7137,9.44956390820594,2
4611,2.3624841160955787,2
111,5.717724491641827,1
5917,4.474513885073999,2
3026,13.912551591085755,2
5738,3.6202086914215372,2
2504,2.983826013700215,1
6214,6.774930611997256,3
7780,14.15061995113411,0
6357,-0.3334569369303344,1
3370,19.766492490574947,1
6023,1.4957277020592201,0
3504,6.774200284089424,2
7074,0.7377002776342592,2
2362,1.0610705701686403,1
3357,11.123284102934726,3
1286,4.1915791013980845,2
8186,4.957104646664106,3
877,13.094479773773848,1
2409,3.8043128476215116,2
6166,1.3880798592505297,1
956,6.181613925558047,3
6009,9.936092099515442,3
5124,-0.03562475324061487,2
7301,1.1354779652291702,1
2153,-1.0768432205805962,1
5422,4.544301675663319,1
2741,5.372688249489251,0
521,8.542988438943684,1
1887,7.544740729456043,3
7761,3.7574608896758925,1
1244,8.293015568964579,2
5836,8.309164570212266,1
8199,1.6249387731659568,1
3835,-0.17361159912113688,3
7648,4.603119518750134,1
7714,9.967387179168835,0
5488,15.590787207048427,2
3825,4.051515920456302,2
1501,6.4109026226422205,1
3139,3.748909943984218,1
738,0.7298563480856046,2
375,5.424645781303113,3
5089,1.706296926474703,1
1409,6.9776188351984825,0
5717,2.901744124733404,1
1677,-0.24465811358163347,2
6326,4.334766169768591,1
7515,9.28087221647371,1
901,9.01071469045634,1
2348,3.2907214338863877,2
902,1.0438928144522912,1
6737,7.9756854367448256,0
1207,3.066160030159273,2
6755,2.495042180508051,2
4823,5.829233366877856,2
6971,10.195036810766586,1
8153,2.982394507206122,3
8175,4.777016204764412,2
1858,2.1676308590294204,0
1842,3.0436061879022964,2
6232,3.6176600144993536,2
1442,2.58023550208687,2
1248,4.644080287228214,3
1056,7.390141932861978,3
5595,2.2873101928178228,0
2400,3.4092649640605117,2
7196,1.8316351518970393,1
7432,-0.06991831916884417,1
1975,0.9940019055924185,0
5936,-0.36742843986875307,2
2813,7.426889915142153,1
5395,4.885328920488411,1
7738,-0.08413182478961656,2
1242,6.428784587195089,3
2710,3.33343726150289,2
799,7.36292137672774,3
5260,2.2577637785344042,2
1,-0.35255907074069404,2
2621,3.5010173937111047,2
4382,12.133638157651664,2
2307,5.655771125139105,2
5435,11.556530630306872,2
7886,5.012190797706226,1
2456,5.365410278581424,3
6540,10.495306212151629,2
4400,0.5994163304267128,2
5821,9.19714783851648,2
4441,8.186418586177844,2
7674,3.7002912545427176,1
975,9.221504974640036,3
690,18.39675293460096,1
3656,7.018419794237847,1
7348,17.560225881618415,1
6969,-1.2248109560871379,0
4607,1.6424714938962137,1
5493,10.279129341695906,0
2662,6.326908327981056,2
519,5.011331255203121,3
2206,5.269791396915443,0
6164,7.018562568197442,1
4450,2.290672151059377,2
6796,1.8715165054300291,3
1311,3.3713336256589157,3
3937,4.153411442915678,1
2248,7.720436964422136,1
860,14.44687351777576,0
8205,-0.1495667409928123,0
8151,1.5186756662526397,2
6167,17.352338078456853,3
7462,3.981373043220879,2
5871,0.9509912600233141,1
1851,6.087615861506662,2
728,6.549306719045143,2
7164,3.766053905629126,2
6664,6.601356628491379,2
5798,6.2279706779506006,1
2861,13.518185332786794,1
7468,2.9955897793576134,0
2247,6.576298842862839,1
6872,6.706493839035244,2
3268,0.9683051686066859,0
5017,6.644204161517836,3
637,2.6238038668612296,3
6817,1.1184686934251502,0
3748,-1.032410549788875,3
1136,-0.030323705642137544,1
3157,4.189229972535681,2
2555,2.592810248480963,1
3513,-1.1901469064966586,3
1084,5.418812568745085,1
3201,10.399643907695053,2
2209,1.1334465372695341,3
2099,9.282313622317412,0
5914,2.7243913972259253,1
4375,7.668802554107742,1
6993,2.353688044163018,2
2558,8.739283897011985,2
3794,-1.047376540840571,1
5279,3.697295843185544,1
2933,2.9163897453958354,1
6552,2.004734924074136,2
4532,5.657206903622351,2
3793,3.4605691462449246,2
1321,-1.6158556463070786,3
2995,6.172764848356824,3
767,3.977451070989806,2
7024,5.321567111808045,1
5164,8.879289185993732,1
1593,4.608686144056364,3
8164,8.420218436651748,1
465,8.70312554533169,2
4520,8.5123631535004,1
7236,-0.2463928559636479,2
7812,10.171205702513962,1
4025,2.9283200434272896,0
7211,-1.8271305615957834,2
6416,6.988030729091301,1
2867,3.4322786010473347,2
5147,1.6327531500586852,0
4991,2.5767527076723242,2
2059,-0.41835243161539903,3
6814,9.870028970446299,2
5597,6.774683183689451,1
2412,-0.09842054208547202,0
2088,4.259004411812776,2
8032,-0.10304877360656817,2
3032,6.391805289201138,2
6269,2.3040541414755245,1
6811,3.288616807924975,1
7510,3.09530658262365,1
5673,1.572483983557725,1
3446,7.308574067938902,1
5257,3.0539413583279114,1
1909,12.346745731432478,1
6831,3.6072002779382784,1
6798,5.8890179883170966,2
3456,9.425230640717368,2
2332,8.777158414317668,1
5864,3.4429481733604783,0
6243,10.801775468318034,0
7987,2.154003268432235,0
7259,3.7067858235405255,0
5646,4.824201011813999,3
7752,17.32040792162677,1
6895,8.015624538952526,3
3078,5.949612579678574,1
742,-1.373349773704643,2
57,1.133186252468008,2
7765,3.458384738127271,1
2639,9.213800103262978,0
5255,2.1978068419628487,0
2176,4.185008543556778,2
2833,8.090152681381651,1
6569,1.98283558577233,3
6363,5.949945693491404,2
5317,2.543612499013835,1
3326,3.0222642204219534,1
1458,-2.4437858159027672,1
3127,14.928455007993207,2
7862,12.821318110105162,1
4443,0.5379922205352858,3
4273,2.7333120368327837,1
2218,2.979478013906048,2
7581,5.518924430852879,0
3073,10.208720896721765,2
1799,11.45473167110767,1
7365,11.005412938535482,2
5992,3.77276688023798,2
95,1.1291644521861848,2
822,6.452953380530642,1
3324,1.2449922794280883,0
6653,6.714202173597021,2
1747,10.18198563951664,1
345,2.9985757548882503,2
5126,4.924417070781739,0
2898,7.5115993931430225,1
1222,0.7271326372052258,3
7924,2.8956284540916095,2
8070,1.0805491595795822,2
7520,11.131061333278902,2
2301,2.7254838083729487,2
7433,2.4816149202486706,1
2695,4.145211089346188,0
7618,3.2495667573571665,2
8001,9.04972161258919,2
439,17.88945774833962,2
5783,4.087306516114018,2
6843,11.214081467660655,1
7476,16.36435946412937,2
2888,8.016068045660175,2
1328,3.2478336065723346,1
4058,5.525014678680138,3
6467,9.700267065253811,1
