,P,Q
4912,5.299282037090938,3
10162,7.540893543431434,2
9160,1.8039123224852491,2
9691,5.69170402422477,3
706,-1.6426045730507675,2
7098,1.9840296726697182,2
5114,10.174507862010882,3
1418,10.277439804416641,3
1866,6.3723431190972,3
4728,9.789634149859207,1
5523,2.9820999029760453,1
6836,10.338861889309541,0
5386,2.0044421673877784,3
9121,5.459654243055821,2
361,2.2154811499345226,2
7970,2.68808251788241,1
4861,-0.26872868521677074,1
1401,-2.293128096989624,2
4082,2.871720469190684,1
7623,20.402394934645475,1
7988,3.6202086914215372,2
9925,4.063680250334994,1
332,8.839500404847662,3
2086,-0.6954669956699326,1
3267,-0.1453360031199491,1
242,14.812646614198128,1
926,1.4682726429500208,3
1093,3.5092524406017835,2
2926,2.8460005088835656,2
3989,2.211657748865809,2
4765,7.152941998160587,2
7148,-2.7186964249694707,1
6662,25.160864021829703,2
2150,9.845074711241363,3
34,4.155618584064587,1
1160,3.8120051934471193,2
6289,0.6080447306945724,2
2420,6.991467978266034,1
5848,1.1434832511334678,3
8125,9.212203212366848,1
3701,3.175349627901816,0
3976,-4.86039779630922,3
19,-2.4870897440983324,2
1421,6.725926366631546,0
7739,1.563015251560631,0
5953,8.167327855715051,2
660,9.443007376816357,2
709,12.179484073295724,1
4737,3.9726551122158766,3
6340,11.561789669807657,3
9336,2.700970433704731,0
7518,1.3429373378278793,1
8688,4.098005176148563,2
9037,6.546961356102357,1
4550,-2.2896256892993563,1
5897,-2.215035574051403,3
5747,7.342692014026493,0
10466,9.703409329567158,3
9304,10.377251683749128,1
9200,12.358310702437976,2
8790,10.495306212151629,2
3775,2.4041239983389238,2
6349,5.473384921184374,2
4599,0.7190524175889274,2
5412,2.7739036662976866,3
9599,2.4301290735544767,1
9381,7.704375818461644,0
5132,3.816198357396458,3
9564,-0.18073258386363533,2
9683,2.4816149202486706,1
8606,2.8622817726786653,1
7237,7.883680804347419,2
810,3.5288903964434626,1
7306,-1.6252969307506813,2
3560,2.8262103988011384,1
5194,-2.398703335782792,3
7678,5.926992995684481,1
1343,0.5718349483450167,2
9047,14.654302839956573,3
7610,11.885567231432121,1
3797,9.84356149681602,1
4568,13.970918789542747,3
1604,42.155364710033965,2
10180,11.632211987652742,2
5693,1.3759520600394723,3
2838,9.516351674216196,1
918,4.012236415979233,2
4484,16.72857139758562,1
5889,19.96726302376912,1
10076,-1.8465400610871443,2
8658,12.651678710437091,1
5287,-2.4946169989828886,3
4757,5.4311824090091605,2
4978,-1.3815578390636478,2
6102,2.6486712930636824,1
7073,5.829233366877856,2
9559,7.301913396804844,0
7349,5.501759684694305,2
314,6.735418911761335,1
1265,4.723951257440818,2
8553,2.1116211287389692,0
8398,5.131669425178146,1
2554,1.6857085545548092,0
8705,19.974414534473976,3
2879,2.492277525355666,2
2512,3.7985182996288684,3
5973,0.7480884663264171,1
5847,10.389111970442759,3
