,P,Q
7851,5.967538826621647,2
448,11.693514712451444,2
4130,0.656446796170285,3
2273,13.189642307510493,1
7557,7.794366399784443,1
2867,2.9253100009019652,0
8474,8.93567688057771,3
798,5.682209679545442,2
1189,2.8117657648959806,1
6372,12.131839811779901,1
4236,10.86399491940725,0
6546,5.025456764840981,0
648,7.980901508787192,2
2034,6.387553358011072,3
4043,-0.08231841284118535,3
7175,9.113276464470552,0
9517,5.1680788578563845,1
714,3.3254045086061574,2
6479,5.496648816798542,1
2724,5.148245305089666,2
5345,0.18942532633642273,1
1530,2.909293396640667,2
8153,6.714202173597021,2
6981,10.205871427727093,0
9543,5.477720700017249,2
3370,-2.206041052568997,2
9691,-2.63881328849833,1
3898,0.9222998081557883,1
142,6.503715554537799,1
9307,6.217573265593969,0
6024,8.966241364805983,1
62,9.620885445732192,1
6712,2.098581879728874,2
5768,10.430700409872715,2
9343,2.9244753603251286,1
3249,8.123219559742651,1
806,1.1058399514402648,2
9330,8.57112811187087,1
7371,0.9509912600233141,1
6280,10.89126154041757,2
259,7.791440300489172,0
3832,3.057823010342899,2
8308,7.1916751235974825,1
631,4.219977959053466,0
7879,4.217841415305916,2
2050,8.605240327330696,2
7336,8.309164570212266,1
5003,5.366901563579194,2
4968,8.898292867999832,2
591,0.9701720643252494,1
5013,-1.1901469064966586,3
6137,18.39038379249176,1
3943,6.3724198495571045,3
6198,2.708869175347581,0
8836,6.290677449563498,1
3485,12.51571181303824,2
3181,3.2907214338863877,2
4426,12.917738109000107,2
7675,1.7905595618539825,2
3679,-0.4404973736498281,2
6997,4.732609579728633,1
2849,4.185008543556778,2
5063,3.814530651809375,2
2505,0.476073284788268,3
4376,2.1864056035620165,2
8720,10.505430829388347,3
9592,10.184985395144375,3
6494,1.0925808821251068,1
871,9.098530120117825,2
3589,9.264628017796664,1
1910,3.9598122961059197,3
2396,9.834026023043396,1
5733,5.557865536951333,1
7827,7.905390938124402,1
6119,2.712165428166145,1
8593,9.42615291646426,3
6978,16.124011097451753,1
4238,3.6469861480735553,3
4557,0.23346345038915772,0
1304,6.73978834830121,1
1543,-0.3030810960315877,1
6616,6.240106370093264,1
3374,4.18767727438093,1
684,-1.1396343143054206,2
4076,7.426889915142153,1
1386,1.2903581000059525,2
5872,1.9741149589444902,1
6885,4.867432012583193,2
3429,4.7992555126828345,3
335,8.229505540987576,2
535,6.948624740466867,2
8697,6.314308593205513,3
3220,1.603041218578694,1
2588,8.418638407180694,2
6784,7.78447484891557,2
8511,2.08741243899149,2
