,P,Q
6754,12.729658482702376,3
79,3.228280985405738,2
4366,4.00621241570763,1
4910,1.4878114849099464,1
686,0.0803818873658737,2
6700,3.962726695560243,2
1834,2.0210169389872625,1
2092,0.07456453318933876,3
9820,0.6127471081410341,3
13184,3.635865742881995,1
12700,5.40795755892348,1
1931,12.141220109102495,2
1663,-1.7661282264181795,2
12654,7.601351550160005,0
133,20.26959503765069,2
2427,6.264625499881985,3
1766,18.66174257925745,3
13490,7.820243703595111,1
8151,-2.2049775513952214,1
3930,-0.5294019346708676,3
8387,4.981168754458733,1
104,-0.13530588502329532,1
8231,7.282687417786124,1
3890,3.979434184154593,1
2789,-1.4368819534121289,3
2588,8.418638407180694,2
1630,8.770586824786143,2
11420,9.635898615599267,1
10488,6.104443097240681,1
9922,5.709773205480013,1
9391,5.068158368235419,2
4314,7.140036474949711,2
6805,5.504656382260375,2
1459,3.2263326735489604,3
3320,21.72628928091893,1
6197,-0.47823440339620227,2
7898,8.917990360494175,3
7933,7.421404647522843,3
11751,9.351859634946107,0
1148,2.294791188112736,2
8826,9.388895931761656,1
9892,7.254868761337503,3
2974,7.811116991334455,3
12879,3.42197335685993,1
3534,3.6476841622158327,1
4421,-4.014474101252715,2
4143,1.8907955749607015,2
7396,0.5456079447911371,2
12738,9.131072922742833,2
199,3.650891235972564,3
10689,4.852279785028094,1
522,9.658836817554398,2
2155,7.488718390134369,2
317,0.3423963105428829,2
10231,-4.062508012658376,2
12585,4.304930570993411,0
4181,8.647570773006873,2
12664,5.979888419800876,2
3543,3.163579307031637,2
7847,16.04456856388481,1
1567,5.095512038619763,2
7387,3.1726915564135183,3
8810,1.5798909598786,2
12628,9.581624947885784,1
8260,5.227354683718925,3
7636,4.489189579341138,2
5239,11.123284102934726,3
6674,12.469093966709679,0
11640,1.6924345234312979,1
11343,6.988055018087,1
10032,3.6111399620666442,3
5128,11.73538271777148,3
1414,17.385241707789667,3
7552,2.5322056090672684,3
5338,0.8909973777671795,2
1881,18.428066813689046,3
3656,2.483831971890206,2
6897,1.23522858535565,3
12755,3.757621459433864,0
5742,6.620915446331484,1
8186,6.822795055371246,3
13095,3.566485077514721,2
9880,3.8442735177302767,2
7564,-0.004806480355596721,3
2401,4.054214434864763,2
12579,4.590537316592094,1
1249,21.17137954976297,3
12550,8.315206829701866,1
5167,5.677308485721129,3
1295,7.213624881422652,2
12357,7.219472322019833,1
1231,-0.9852599118054126,2
4267,-1.5533792948019838,2
9770,0.24936886925305646,2
3713,13.515539501761651,0
12746,6.506953347348436,2
4388,3.606075232216568,2
11624,-2.0891288091746754,2
4083,9.211944332048608,1
5979,4.938499772077503,1
1667,10.214442269123948,1
2563,-0.978593896460203,2
10476,9.13058919160576,1
3163,4.804275050204436,2
822,6.452953380530642,1
12963,4.894014806756941,1
12070,3.2825897745028656,1
12588,4.0129494606458325,3
11728,3.5329407005080595,3
1810,9.864764986271053,2
10773,8.892866190410988,2
11190,5.967538826621647,2
1410,6.240673043940633,1
13268,5.1680788578563845,1
10933,6.5608657333065485,2
1520,4.739817818097086,3
7904,1.9902193328680697,1
11060,-0.04040674501438435,3
10247,1.382005736973904,3
7244,3.7165767090963717,2
1250,1.3983119776945294,2
7222,13.191011007480403,0
11386,1.2249407783413664,0
11794,1.6345074655803975,2
13020,5.799638988550183,2
10388,4.644883723005103,2
85,0.5084379319285384,3
128,7.752383060587648,1
3608,0.46623471767754654,2
8255,-0.959192001627257,2
6369,2.812393396942254,3
8683,0.8543722061696175,2
11290,6.310454960803534,1
13290,1.013897134551963,0
5747,7.342692014026493,0
8625,-1.5260122535302854,3
5168,1.762320190705237,2
6595,6.790024929394575,1
11402,7.9346502758672655,3
713,2.852649818315218,2
6285,-0.05821466120820995,3
1832,5.993012667447521,3
7145,0.16117291047219023,3
177,2.0208059948415507,3
6917,-0.4354209282998278,3
4351,5.893363356503179,0
8904,1.8594581862178554,3
5725,3.7365770275397585,2
6704,12.81793374185903,3
13071,0.1296122742578314,1
1012,-0.5599904123385893,2
4658,14.615728530611072,1
398,1.1658746517792116,2
12609,4.581808704536366,2
7326,7.412688976109859,1
