,P,Q,A
3547,1.289841051866496,2,0
3221,3.3572285098487535,1,0
831,0.472932775746915,2,1
9315,2.1547497408535077,1,0
5420,7.308574067938902,1,0
8436,11.556530630306872,2,0
3447,4.482919035724877,3,1
7748,9.646275208657107,1,0
2266,2.201277547487607,1,0
3220,1.603041218578694,1,0
4546,0.018996377920476704,2,0
5583,-3.2737437502969104,3,1
6626,14.690254436034712,2,1
2677,1.148201012250305,2,1
10619,3.2495667573571665,2,0
2216,2.1676308590294204,0,0
4168,0.12233900613396398,2,1
5273,2.599654172221162,2,0
227,7.706509179416726,2,1
1429,-0.14688228672247106,1,1
7355,8.186418586177844,2,0
9560,14.488567667520542,2,0
8844,11.870524600969508,2,0
4579,3.433755572319537,2,0
9769,8.461271053500838,3,0
1194,-2.1033613709376793,1,1
6183,0.18942532633642273,1,0
2968,6.498134554889777,3,0
3150,-2.2998014041747603,1,1
10950,22.179769710718038,2,0
4558,1.5874551353791526,3,1
5760,10.097367876783194,0,0
7146,18.56119208912071,2,1
6000,-3.013908489492196,2,1
1943,4.175915961679193,2,1
5624,-0.16252891503606293,2,0
722,5.868344671110342,3,1
8213,2.098581879728874,2,0
58,4.292333950670187,1,1
9882,0.008092169494709367,2,0
4514,0.5423354308732287,1,1
6360,0.8895701136761955,3,0
6840,9.126326117793479,2,0
2184,4.279820483315327,1,0
8515,4.962656334867411,2,0
8985,2.9249485417825682,3,0
5102,1.7982312740200337,0,1
2043,12.592657205519885,1,0
3276,12.248819561782396,2,0
9272,5.298524335997284,2,0
4744,0.8258277029145804,2,0
2759,5.106243879188231,0,0
9002,6.009979747652717,2,0
10894,-1.7376271188005565,2,0
7383,13.321298420815742,1,0
8922,5.139622581720285,0,0
1526,2.7739404958320266,3,1
1494,7.758731459943164,2,0
4484,16.72857139758562,1,0
5011,7.5585598063619965,2,1
6511,7.492247728193493,1,0
6441,-0.49332083584007425,2,1
3771,15.812509103841077,2,0
8361,11.885567231432121,1,0
2171,4.922191339752271,1,0
5586,6.76157302986672,0,0
4199,13.330774938744751,2,1
5715,2.176650243115368,2,1
5953,8.167327855715051,2,0
5742,6.620915446331484,1,0
3075,6.505687254869211,1,1
834,0.880746322490916,2,0
4138,1.9208596883887687,0,0
8285,7.78447484891557,2,0
8162,6.002934874229876,0,0
6167,3.386272300746744,3,1
6284,8.974926851443902,1,1
8402,3.564974735214763,1,0
9117,17.223797592527056,1,0
6886,-0.8129267424169044,3,1
7066,4.468898708975194,0,0
349,18.752811067208494,2,0
1619,3.1773628906918825,2,1
917,7.061588855535947,1,1
8790,4.349400309739647,0,0
1133,9.842507893383685,3,0
3961,9.863429068206475,3,1
2684,8.238842315983334,2,0
1010,1.0136238128354857,2,1
8652,-0.07086112622491436,0,0
9754,11.216222642908413,0,0
5433,8.268854571151532,1,0
2029,4.975349448430018,1,1
3799,4.1891408548012565,2,0
8353,7.817037026818438,2,0
951,-1.3771755410767685,2,1
1616,4.644202669329434,2,0
3894,3.2354759436295764,3,1
9403,6.170675413048438,1,0
6064,3.591340800350074,3,1
8116,-0.13266500685400096,1,0
10947,3.716538314847548,2,0
5767,3.649394836284925,1,0
2904,1.1334465372695341,3,0
7380,1.693279039467928,2,1
862,9.405918542816046,3,0
5835,1.2366331718699624,2,1
323,2.558455564377348,3,0
3814,4.63685955489417,2,1
6532,1.3846711994669905,1,1
10265,5.520547626004772,2,0
4453,0.20522906408571423,3,1
5254,1.073206121538216,1,0
5747,7.342692014026493,0,0
277,9.959914662831649,2,0
7642,13.085872651602696,0,0
5810,-1.262957461529171,3,1
3821,11.355475494995861,3,1
108,9.650428523298789,1,0
7898,3.955027147398281,2,0
10553,3.9788346476821754,2,0
6773,5.154809550331603,2,0
4895,3.0485256412429442,2,0
9559,12.358933532850955,0,0
6475,1.9898196026531951,1,0
10536,7.619611027861779,2,0
3090,9.539489001453816,1,1
10440,6.198756122857432,1,0
3100,5.076719349664435,2,0
7516,6.334277459306148,2,0
9716,0.13362713245815594,2,0
9123,-2.4926968871215283,2,0
996,1.6936339929410238,1,0
6804,17.08620032544769,1,0
10511,3.09530658262365,1,0
6086,2.950776633209335,2,1
5010,2.7538292828640607,3,1
1539,0.909990800784109,3,1
10676,4.063680250334994,1,0
10496,6.506953347348436,2,0
6435,2.545941892684981,3,1
9069,0.38651489346468715,2,0
1428,-3.4534441892427514,3,1
8648,5.1128115061698525,1,0
5283,10.279030283209009,1,0
6786,14.31212599248121,2,1
9183,4.405010479012382,2,0
4513,6.815047853903545,3,1
39,7.328925532656104,3,0
4703,-0.2447847631552562,2,1
4684,1.6853710365109633,1,0
4942,3.6166226580493617,3,1
1034,2.327825323933557,1,0
7288,6.068467388720297,1,0
6865,1.53964370362705,2,1
5503,-3.701740782550185,1,1
2766,-0.09795219520532572,3,1
3563,4.204655197581868,3,1
5698,0.14636979560497654,1,1
10300,8.315206829701866,1,0
11041,5.664542613917279,2,0
4523,3.5439193063523566,2,1
1188,7.185818496461266,3,1
4133,1.7892691268803613,2,0
40,5.685332236572809,2,1
1834,2.0210169389872625,1,0
6213,2.1832844274512184,3,1
634,0.48428805224675076,3,0
8069,7.984616668625826,2,0
9073,7.399734483737083,0,0
4705,1.68176482254981,3,1
9611,6.907855185388372,1,0
6679,8.768665531274749,2,1
6903,2.273066195645054,3,1
5309,-1.4512949361293095,2,0
8022,8.481867398206067,1,0
153,7.641352546702697,2,1
9861,8.541111973777758,1,0
127,5.504426257537121,3,1
4806,-0.9114202536940148,2,1
11236,0.3836531168835964,1,0
10428,14.949163642406443,1,0
11100,3.3697065385604685,3,0
9527,2.6012565895433255,2,0
10138,9.44956390820594,2,0
9176,1.7905595618539825,2,0
7827,8.706479597130615,0,0
4008,10.625073685242647,2,0
9158,2.9725086950245037,2,0
9360,2.5204260281835307,2,0
2610,4.395881404674386,0,0
2738,9.871503250724581,2,1
8160,4.984854896325946,2,0
5235,11.808787962112909,3,1
3291,18.23131568572278,1,0
10012,2.08741243899149,2,0
5974,11.85556747912899,3,0
896,4.190368913188927,2,1
4299,10.578082617297614,3,1
4575,10.54978311616711,0,0
800,14.300784759231206,2,0
1809,2.871925827246328,2,1
6412,2.2078991233335996,1,1
4272,0.42858911293525015,1,0
6397,-0.5297587118893466,3,1
5212,5.4769707415754905,1,0
8478,8.204234452277582,1,0
11211,6.521029424925295,3,0
1753,5.623404596809964,2,0
6263,2.6648287401859054,1,1
2018,8.33384586002416,2,1
10357,15.728924424751154,3,0
7566,13.77791186007039,2,0
4965,1.9743598547131582,3,1
3963,7.461947102458078,1,0
10543,8.1636727668589,2,0
2589,4.254976111674692,2,1
2724,5.148245305089666,2,0
1273,5.1109540194690455,2,1
2892,1.4433946655534962,2,0
3151,-1.4634429141645149,3,1
5489,7.990419430919063,1,1
2432,5.363160719187439,2,1
2820,7.548353757755612,3,1
10096,9.211657018589499,2,0
10224,3.306921552240902,0,0
9952,-0.03614712120510277,1,0
1653,5.866237287601571,3,1
8837,8.309164570212266,1,0
6283,-0.2803956875063476,2,0
11244,5.385516332188601,2,0
10215,-0.9100502517527441,2,0
8333,5.265388363051265,3,0
5269,2.6801125002114867,3,1
10136,7.311764072652932,1,0
4,13.853113122041943,3,1
8448,11.679215343915775,1,0
905,16.812716690168024,2,0
9855,6.762382064102974,0,0
7225,6.426071670638419,2,1
8876,9.212203212366848,1,0
301,4.990690710697505,1,1
173,2.543327061627955,3,1
5814,-2.169460915674255,3,1
9006,13.796545594504044,2,0
2854,4.622687042465427,1,0
3737,0.8146890097565558,2,0
7276,0.8615727053336951,3,1
7174,4.8902390717102975,1,0
8544,23.45871407970822,2,0
3919,4.495303982671002,3,1
5988,-1.032410549788875,3,0
7559,8.064641128103544,0,0
2211,4.134446645202901,2,0
7405,0.6470529475173752,1,0
7570,6.200987874229209,3,0
622,8.149415096073124,1,0
4339,2.0388938391137583,2,1
1354,3.0165162456170744,3,1
3712,0.8136573288531226,2,1
10660,11.348491983587737,1,0
5550,0.699961095925278,3,1
11240,7.820243703595111,1,0
11048,13.271785584213788,3,0
2930,1.8097277496490478,2,0
5407,3.332842671147536,2,0
6317,0.5964031036983011,2,1
2701,1.404287383422953,2,1
5140,2.223114229482864,1,0
6243,13.317837854404377,0,0
8921,2.7174205889126464,1,0
4039,1.5440250286048018,3,1
4115,0.17962485292851027,3,1
8039,2.4079416311442636,1,0
9425,7.141513399483925,1,0
1543,-0.3030810960315877,1,0
6952,4.013008344211832,3,1
1709,9.001753105599827,1,0
947,2.3022395924304746,2,0
2292,3.0382729325403752,2,1
5799,-4.2069524870678645,2,1
10431,0.6888035694467449,3,0
4447,2.8972187948299775,0,1
149,0.6700301639814463,0,0
3438,3.7089399151190836,3,1
10070,2.1775336519624595,2,0
7773,4.289600026421027,2,0
784,-3.3466320155841185,1,1
9711,2.503523247919808,1,0
9284,5.06858923300116,1,0
10781,14.15061995113411,0,0
9173,10.91392384648166,1,0
10978,8.985891190026678,1,0
11217,9.703409329567158,3,0
3209,4.651002214871376,3,0
930,4.432715794915544,1,0
10982,3.3563387374192635,2,0
2659,0.4046508341014554,3,1
3139,27.293152745872938,1,0
8918,4.474513885073999,2,0
11200,1.6249387731659568,1,0
2672,1.8849286716703584,2,1
4629,-1.7572013230670231,3,1
2835,6.903591842600123,2,0
4380,-2.5392399498051565,2,1
4297,6.263418684180467,2,1
2412,7.6129832573412095,1,0
3811,6.294948860591247,2,1
4693,1.6870774201100698,3,0
6507,8.136417617661444,2,0
201,3.879774730034896,2,0
3719,9.109820628118033,2,0
4666,2.8764015188878687,0,0
9068,5.82154983212866,3,0
9876,25.377785412801824,2,0
10317,4.08833972688342,2,0
2477,4.493174216978316,2,1
963,9.813255612646415,2,0
172,5.351059930587505,2,0
4492,1.470803635222246,3,1
3981,12.703455468977403,3,0
8057,-1.6252969307506813,2,0
7227,1.7584850719013552,2,1
7706,4.084836517429847,3,0
5097,0.5396988337470625,2,1
4980,1.8487418957030266,3,1
8400,11.785442459663955,1,0
8394,9.372250095248944,2,0
2982,1.5442503915527381,1,0
5095,16.407616730807895,2,0
4282,7.425768194537803,1,1
2884,1.6649759131530681,0,0
6093,3.970257665677853,3,1
9359,10.561179705251721,2,0
7507,0.6299814658074281,3,0
9401,6.9808614401441496,2,0
5383,5.576127930927488,2,0
3917,8.846238138659583,3,0
7701,4.639982487438495,2,0
7553,3.6748580726241777,2,0
548,9.317590610469498,3,1
8696,1.8597972895919233,2,0
9832,3.6072002779382784,1,0
4328,2.9163897453958354,1,0
4861,-0.26872868521677074,1,0
2463,8.283041061641242,3,0
3530,3.8370669113581,2,0
7590,3.8317381967270467,1,0
1221,2.680776170121452,3,1
4634,9.540234872349089,1,0
4114,-1.5214510123582619,3,1
180,8.724694276938703,2,0
8943,20.00828063134462,2,0
1552,6.4109026226422205,1,0
10554,4.046799537510382,1,0
807,2.164799773444642,3,1
50,-2.111361877558401,3,1
10084,3.364302237935659,2,0
6208,-0.6733480301115353,3,1
6220,6.464266446253676,2,0
9058,7.794366399784443,1,0
7556,8.173820840655903,1,0
23,0.9256896340033127,2,1
5225,2.9116231971414095,2,0
4401,4.648548262684586,2,1
7051,2.729693345939253,2,1
737,1.4067580076413377,1,1
10202,2.4869191656945784,3,0
2339,15.312606058048932,0,0
7623,2.0097609737281985,1,0
3333,8.619569640326239,2,0
2098,7.693276237745702,1,0
10318,11.386952944527412,2,0
4904,-0.7432473451470581,3,1
7077,2.8046923166150566,1,1
6197,-0.47823440339620227,2,0
528,-2.1229483830608635,2,1
1679,5.539058776918168,1,1
5606,1.0903748185997415,3,0
6346,2.0633541170075325,2,0
9831,4.328643191334521,2,0
7111,8.349780422641196,2,0
5630,3.8191833347454844,1,0
6777,1.5889003574355767,1,1
2852,3.3518543429100327,2,0
5358,-0.5281492215555441,2,0
2886,2.5052856780853268,2,1
3165,10.016174955982923,2,1
1603,9.640701157049348,2,0
4993,7.278280195465152,2,1
10142,-1.8364044469717116,1,0
1620,4.572850805251355,3,0
5748,3.4533292378037226,1,0
6622,10.470935720422293,0,0
2296,5.31457777767572,2,0
8588,5.56053554093031,0,0
9479,4.343246090400747,0,0
10211,2.482435689346446,2,0
7536,4.477750849962743,1,0
5188,1.8478567997712592,1,0
2896,8.045198752434535,2,0
2726,-0.2811934244298435,3,1
2755,6.473078015994561,1,0
3711,-0.42541065204142825,2,1
4031,12.379531581017945,3,1
4218,3.1822819932950783,2,1
3463,5.616924325280596,1,1
470,1.6296980293403478,2,1
10708,13.64289855936716,0,0
10434,2.4816149202486706,1,0
2838,9.516351674216196,1,0
677,-0.37861082293245873,2,0
5402,6.404820605381692,3,1
8089,-0.4480725599424771,2,0
10790,4.609023416314671,2,0
6083,6.863529846165425,3,1
8927,-0.7576399919883701,2,0
7469,1.364955974191067,3,1
6753,5.835783120622066,1,0
8444,6.8068810251863585,1,0
4481,2.4359435495934068,2,0
7995,1.0925808821251068,1,0
8766,0.027317925543413057,1,0
1881,18.428066813689046,3,1
4641,-0.6844359645368093,2,0
3464,11.173150312150351,2,1
5541,2.757506866188626,1,1
615,-1.1189508431086432,3,1
3763,3.4920266423562314,3,0
6496,3.1238142357468615,3,1
9114,4.562699167303619,1,0
8796,2.422342515300848,2,0
3515,-1.1097829039028329,2,1
6339,7.025548347112029,2,0
6798,3.0227338732592264,1,0
3596,2.9552966132542773,1,1
6128,10.143040706616882,1,0
1768,4.124085807773453,2,1
657,0.12652708068673402,3,1
418,7.373478187525691,2,0
2254,-3.2915003299515924,1,1
10915,11.113303199820235,0,0
6392,1.6465283747490895,3,1
4880,6.471668983322168,1,0
9135,4.849049207514258,2,0
236,7.778847799839294,1,0
4311,12.340943321052015,2,0
7190,4.7558185054607955,0,0
3694,9.501722796012862,3,1
11132,8.194657902474502,0,0
9289,2.6592727243096457,2,0
8490,1.563015251560631,0,0
56,4.4557106628984045,2,0
11172,4.294034446267088,1,0
5587,2.9428144041306585,1,0
5563,4.553082757412609,1,0
7686,16.04456856388481,1,0
2449,0.9940019055924185,0,0
4456,0.30439685106028547,2,1
7210,7.668802554107742,1,0
6023,4.491329889445095,2,0
11002,9.04972161258919,2,0
6358,8.54996703816998,2,0
10166,4.610679826939892,1,0
6489,1.8561632299621895,2,0
8452,10.281030198125915,2,0
1371,2.0932734954778747,0,0
8681,8.092456305399939,3,0
6843,5.670816637006974,3,1
4855,-1.1862447802020357,3,1
2644,-2.584545113068186,3,1
2631,3.631449701005116,3,1
7407,0.6961440879608372,1,0
3113,1.5788684778340505,3,1
9877,0.8865750476140601,0,0
4849,6.503912707026011,1,0
8967,4.9274571736186425,2,0
11201,7.310746503113911,1,0
1997,7.563694331888186,2,1
10697,-0.015001319609729169,1,0
7244,3.7165767090963717,2,1
1803,3.659877786797927,2,1
1527,-2.929457019985489,1,1
2735,3.2343062319473646,1,0
1520,4.739817818097086,3,0
5882,6.590285974999345,0,0
4223,8.016068045660175,2,0
10288,5.172376471289954,2,0
6462,2.6014477902925046,2,0
10353,6.382676376517036,0,0
7505,17.541950404632328,2,1
8398,4.209512414679819,2,0
6928,7.759635117862628,1,0
631,4.219977959053466,0,0
5264,15.872936333210859,2,1
1866,6.3723431190972,3,0
3087,2.4371112246800735,3,1
6282,6.423544019905618,1,0
6492,9.371541399539549,2,1
9699,10.988793372571955,0,0
8826,6.633329975352302,3,0
3486,-0.6771712679534039,2,1
1946,5.743806754915953,1,0
8911,7.903101182539845,3,0
9866,0.5106720548729222,1,0
5712,7.283347664614011,0,0
2332,8.190179235881091,1,0
5746,11.507944959021723,1,0
240,7.478477317651353,1,0
10024,9.56012157190085,1,0
2555,0.4835556651032684,1,1
3186,6.757536297563075,2,1
4881,4.570654529554925,2,1
162,1.3169182022617072,1,1
4700,10.671853792308404,1,0
5185,3.0222642204219534,1,0
10512,2.7791186048755834,1,0
731,6.877342297369862,1,0
1240,12.982944065507928,1,0
8008,10.777501231095407,2,0
9584,0.5937712760714349,2,0
8972,6.532605074803862,3,0
6364,1.0206913222164657,1,0
225,18.77696871161283,2,1
10523,2.4469368049845643,0,0
7466,3.8627608838363123,2,1
1297,11.42905950006434,2,0
6615,3.515300283122386,1,1
10701,5.245693952239302,1,0
3843,2.2058740379704003,3,0
7394,6.9388522043280965,3,1
4681,-0.3969813063162836,3,1
1972,5.335851766703561,2,1
8493,3.872381256606933,1,0
2115,4.104119696663167,2,0
5375,8.720305235588983,1,0
10245,10.013255542036342,1,0
6996,2.7333120368327837,1,0
1375,15.48423904180833,2,1
10219,0.518789437483271,2,0
9390,2.143055954765207,3,0
1436,11.721531482846418,2,0
4994,11.383874338137037,1,0
8380,6.1911647962272305,2,0
4101,0.36780589323467083,3,1
9730,1.5426779366161385,0,0
5531,0.372881002802147,2,0
4836,4.4164065581935485,2,0
9197,-1.4904956404205982,1,0
560,2.9713748099271315,3,1
6227,4.185781471236459,0,1
397,9.677205751308087,3,1
654,10.698755533532985,3,1
10143,5.605539328383658,1,0
60,2.298319613713808,1,0
7100,11.885756278577563,2,0
2341,2.1721288133551115,1,0
9701,2.373430503972341,1,0
5655,14.665216986350025,3,1
2321,4.815770068340088,2,0
3729,-4.813054194160146,2,1
9817,1.410708456591456,2,0
8082,7.536525546390929,1,0
8475,3.1727275382971465,2,0
3446,1.4219851160570578,1,0
4796,14.899797617785563,2,0
11055,10.039120960929848,2,0
5933,4.303561219855884,2,0
5719,-0.27590054551195253,1,0
9113,4.852279785028094,1,0
9656,-0.5763194963808438,0,0
6171,6.110767446490614,3,1
5743,11.533585351272508,0,0
1630,8.770586824786143,2,1
8134,9.483098864625376,1,0
10025,5.321567111808045,1,0
5800,7.459799116006296,3,1
788,3.5681879883023733,3,0
2992,14.403325421619918,2,0
9918,6.298188834311082,1,0
5816,11.46867979143631,2,1
6961,2.0713603654414916,2,1
5187,5.974512198720156,3,1
9400,11.776283433328924,0,0
4034,2.585711941148544,2,0
6867,1.4578986608387048,2,0
28,0.18547140109146343,3,1
11018,5.1680788578563845,1,0
11166,11.625129143783518,2,0
10203,15.562986045553497,1,0
9892,6.116025492923361,1,0
1265,4.723951257440818,2,0
9627,3.409730524435534,3,0
11125,4.8993623625049185,3,0
10871,3.920159750990596,3,0
8628,0.8066524175948615,1,0
54,2.347980260650777,1,1
9852,3.186158845866373,0,0
1251,0.3092553489497456,3,1
1386,1.2903581000059525,2,1
2971,6.576298842862839,1,0
10593,3.266491582888705,1,0
9652,9.133365169708846,3,0
6660,0.24365967053194248,1,0
3392,3.2150708609515934,2,1
7823,3.0795433580624723,1,0
9301,1.784012586322158,2,0
5231,3.9947225726288345,3,1
3709,8.364081026769522,2,1
3375,-2.407341797247165,2,1
4496,-1.7271443218641946,1,1
521,8.542988438943684,1,0
9848,7.724428202724152,2,0
2731,11.682279885056186,0,0
2152,5.066931084352539,2,0
4089,7.107928942488313,3,1
3416,3.8501357789355417,1,0
9374,2.317481067109268,3,0
4072,1.4462895750221543,2,1
3491,12.6993233383857,1,0
2718,11.405547608245666,1,0
5033,8.074999691485036,3,0
1082,1.429615317667388,3,1
379,4.8083554839693825,2,1
1378,1.3701346895323925,2,0
7945,7.004532478429207,0,0
6416,-1.1255457936949786,2,1
4436,2.012669133477498,3,1
3897,2.940527757226535,3,1
6069,5.278942338444344,2,0
1970,4.725300401383708,2,0
890,0.7088697546184759,2,0
8357,4.741700799723645,2,0
10805,11.466538261557876,1,0
990,12.244712783904175,0,0
9328,7.905390938124402,1,0
519,5.011331255203121,3,1
5526,6.545687561885217,3,1
10051,6.508413017539641,2,0
1001,4.731316040759283,0,0
5107,6.599619441346748,3,1
4334,2.9133398423999814,1,0
125,11.15759786300066,1,0
3084,1.4904832538011987,3,1
2529,-0.69669412400273,3,1
11199,7.224955265005731,1,0
8561,6.446429909912959,1,0
1744,-3.966779034748564,3,1
1367,8.890881654044886,3,0
6945,8.219178582781351,1,0
755,6.731079126735765,2,0
4143,1.8907955749607015,2,0
9004,11.84156098536894,1,0
8634,-0.005208648882947142,1,0
10875,15.882844968222074,1,0
1239,-0.8159704188194417,2,1
9823,11.311040569693915,0,0
8563,4.8871175935455105,1,0
1789,15.844717034051929,2,0
6491,3.935017232761925,2,0
7095,5.988297412972409,3,0
2873,2.4254722422175785,2,0
4005,2.056548760958469,1,0
3198,13.422663359166522,2,1
3781,3.6460077479648385,2,1
1005,0.016210380966078825,2,1
6574,5.158827127879134,3,1
9597,6.470390796077829,0,0
3780,-1.4083981455405432,3,1
9162,0.7160361090062141,1,0
8595,10.481128158434437,1,0
10117,7.113834345086356,1,0
8916,-0.7170355900446772,2,0
3052,3.5044759420855787,2,0
6420,3.4759826303796686,3,1
11142,2.3699323151975626,1,0
8266,4.324793965770783,0,0
7486,7.057145503077198,2,1
1180,0.7504954900031495,2,1
1735,5.320882117743404,2,1
6338,5.81983218389835,2,1
1950,-0.8205489640114147,2,0
5041,9.309748727017777,3,0
1599,1.3320505765965283,2,0
8102,2.526640415828512,2,0
3626,10.40727103086072,2,1
8974,4.066261028533887,3,0
400,4.400673153913472,1,1
675,-0.5010848684935612,1,0
10902,9.607708514916075,1,0
7540,1.0959382571865257,1,0
7941,13.17109059257118,2,0
3027,-0.474284196554132,3,1
184,13.613629145282555,1,1
5255,2.186773138907384,2,1
6909,6.351870086684875,0,0
10371,1.1262324437463551,3,0
3386,10.640016071773895,2,1
1420,18.849216164240115,2,0
5075,7.968779675948648,3,1
2792,9.825261132338346,2,0
389,7.596695522956258,3,1
8077,-2.0707271028663357,2,0
5806,6.417708082920479,1,0
10944,6.846127362827871,2,0
874,4.281131625757695,2,1
8327,6.182113377770548,1,0
4362,9.595083719111095,2,0
10720,10.826720696903395,1,0
219,1.1629802056905176,2,0
8479,16.124011097451753,1,0
1562,6.234494605844195,2,0
1157,8.981788649624443,2,0
1192,0.8823113070645133,2,0
4953,2.64592271670157,2,1
999,-2.4165000437916753,2,1
4752,2.8180807919170463,2,1
5251,8.034254606202897,0,1
2386,0.345415991075128,3,1
11058,-0.7299999724208887,0,0
533,-1.8356164323193758,3,1
10513,4.580209842447404,2,0
5575,-0.5002998240152559,2,1
9654,6.714202173597021,2,0
3677,5.255950896440153,1,0
10822,-0.26717016805656724,1,0
5771,1.6328995284028904,2,1
6380,4.705406103821632,2,1
4526,6.967432287631921,1,0
6712,4.14497997633415,3,1
2180,4.84078052166331,1,0
686,0.0803818873658737,2,0
7439,-4.395431378834768,2,1
10668,2.518285476993971,1,0
8574,10.674025095287119,3,0
5051,6.592544777937882,1,1
8507,14.719882185701815,0,0
9375,3.861384466873533,0,0
8094,19.591594036223857,0,0
3273,4.568862079781354,3,1
1861,-0.24465811358163347,2,0
3797,9.84356149681602,1,0
7754,-0.8008458756338643,1,0
1048,13.178585021783597,0,0
4912,5.299282037090938,3,0
10891,0.2826912620564457,1,0
1057,7.051607422554227,0,0
8746,6.091423574717897,2,0
2965,1.2996612269772285,1,1
2569,10.927809628486003,1,0
8742,13.166230575336355,2,0
9155,12.926711200666428,1,0
6914,3.6140801065132395,1,0
16,1.425775169656687,2,0
2540,3.379469230157636,1,1
7015,0.04379737916823179,3,1
5425,12.227586882264752,3,0
9130,5.7394596168486345,2,0
9498,-1.8053106343832521,2,0
9244,10.801775468318034,0,0
1444,2.9364126818445087,2,0
8466,13.730551393390014,0,0
11207,12.173055821061082,2,0
3679,-0.4404973736498281,2,1
5130,10.37000518002213,1,0
10417,10.77467998218911,2,0
6686,2.411154002541223,1,0
8070,12.243317496086748,2,0
1179,5.115293809327833,3,1
2116,-0.08285990931502907,3,1
762,8.358346133829677,3,1
9575,5.235105450404204,2,0
8386,4.867432012583193,2,0
6873,2.3894714877629273,3,1
10816,2.4075940449289535,2,0
620,2.786888157840463,1,0
998,4.8322581181931845,2,1
866,2.768710007793773,2,0
5653,6.056875912039199,0,0
4589,3.9847044772839664,1,0
502,0.25597575141965834,2,1
3637,1.6249345795055155,2,1
10168,10.65873054352937,2,0
10746,11.967815328276195,1,0
11078,2.987358909301692,1,0
5726,-0.1334956301149215,1,0
1026,4.168623991178673,3,0
10745,2.7844980961229573,2,0
10350,2.4301290735544767,1,0
435,1.7089943376995358,2,1
2618,3.112584896967555,2,1
5963,9.354048656474486,0,0
4418,0.9644916575293848,3,1
2450,2.570724179035549,2,1
3207,1.391855235219438,2,1
10198,6.314308593205513,3,0
3095,5.655771125139105,2,0
4900,4.9137295720920005,1,0
8913,15.590204784021195,1,0
597,9.544105928169078,3,1
10495,10.135086226360423,1,0
2518,-1.0114674219583635,3,1
6118,10.930169773699232,3,1
8208,9.97138094266437,1,0
9659,14.120001595818778,3,0
7899,-2.7186964249694707,1,0
4659,8.492270762342566,2,1
6252,2.1169231346071014,3,0
516,5.203853007630871,3,1
805,3.4646427139670677,2,1
5381,1.7092586345535747,3,1
3158,0.8051465435501886,2,0
1214,11.344987860374317,3,0
1088,0.6795757374599598,1,0
1836,-3.0197162072668235,3,1
6329,4.153411442915678,1,0
9016,2.2876043454245547,2,0
10162,28.901843904631004,0,0
